,ethnic origin,baseline_share,min_proba,min_distance,max_entropy,N_samples,sample_share
10,10,0.05905826017557861,0.6,0.5,10,141,0.06795180722891567
11,11,0.06025538707102953,0.6,0.5,10,126,0.060722891566265064
12,12,0.036312849162011177,0.6,0.5,10,73,0.03518072289156626
13,13,0.057063048683160415,0.6,0.5,10,109,0.05253012048192771
14,14,0.05865921787709497,0.6,0.5,10,132,0.0636144578313253
15,15,0.06225059856344772,0.6,0.5,10,100,0.04819277108433735
16,16,0.05905826017557861,0.6,0.5,10,117,0.056385542168674696
0,0,0.05865921787709497,0.6,0.5,2,139,0.06698795180722891
1,1,0.05826017557861133,0.6,0.5,2,129,0.06216867469879518
2,2,0.05746209098164405,0.6,0.5,2,98,0.047228915662650604
3,3,0.06264964086193137,0.6,0.5,2,138,0.06650602409638554
4,4,0.06225059856344772,0.6,0.5,2,100,0.04819277108433735
5,5,0.06424581005586592,0.6,0.5,2,120,0.05783132530120482
6,6,0.06544293695131684,0.6,0.5,2,140,0.06746987951807229
7,7,0.057063048683160415,0.6,0.5,2,143,0.06891566265060241
8,8,0.060654429369513166,0.6,0.5,2,128,0.061686746987951804
9,9,0.060654429369513166,0.6,0.5,2,142,0.06843373493975903
10,10,0.05905826017557861,0.6,0.5,2,141,0.06795180722891567
11,11,0.06025538707102953,0.6,0.5,2,126,0.060722891566265064
12,12,0.036312849162011177,0.6,0.5,2,73,0.03518072289156626
13,13,0.057063048683160415,0.6,0.5,2,109,0.05253012048192771
14,14,0.05865921787709497,0.6,0.5,2,132,0.0636144578313253
15,15,0.06225059856344772,0.6,0.5,2,100,0.04819277108433735
16,16,0.05905826017557861,0.6,0.5,2,117,0.056385542168674696
0,0,0.05865921787709497,0.6,0.5,1.75,139,0.06698795180722891
1,1,0.05826017557861133,0.6,0.5,1.75,129,0.06216867469879518
2,2,0.05746209098164405,0.6,0.5,1.75,98,0.047228915662650604
3,3,0.06264964086193137,0.6,0.5,1.75,138,0.06650602409638554
4,4,0.06225059856344772,0.6,0.5,1.75,100,0.04819277108433735
5,5,0.06424581005586592,0.6,0.5,1.75,120,0.05783132530120482
6,6,0.06544293695131684,0.6,0.5,1.75,140,0.06746987951807229
7,7,0.057063048683160415,0.6,0.5,1.75,143,0.06891566265060241
8,8,0.060654429369513166,0.6,0.5,1.75,128,0.061686746987951804
9,9,0.060654429369513166,0.6,0.5,1.75,142,0.06843373493975903
10,10,0.05905826017557861,0.6,0.5,1.75,141,0.06795180722891567
11,11,0.06025538707102953,0.6,0.5,1.75,126,0.060722891566265064
12,12,0.036312849162011177,0.6,0.5,1.75,73,0.03518072289156626
13,13,0.057063048683160415,0.6,0.5,1.75,109,0.05253012048192771
14,14,0.05865921787709497,0.6,0.5,1.75,132,0.0636144578313253
15,15,0.06225059856344772,0.6,0.5,1.75,100,0.04819277108433735
16,16,0.05905826017557861,0.6,0.5,1.75,117,0.056385542168674696
0,0,0.05865921787709497,0.65,0,10,140,0.06613131790269249
1,1,0.05826017557861133,0.65,0,10,132,0.06235238545111006
2,2,0.05746209098164405,0.65,0,10,101,0.047709022201228156
3,3,0.06264964086193137,0.65,0,10,147,0.06943788379782712
4,4,0.06225059856344772,0.65,0,10,104,0.04912612187057156
5,5,0.06424581005586592,0.65,0,10,121,0.05715635333018422
6,6,0.06544293695131684,0.65,0,10,141,0.06660368445914029
7,7,0.057063048683160415,0.65,0,10,140,0.06613131790269249
8,8,0.060654429369513166,0.65,0,10,131,0.061880018894662256
9,9,0.060654429369513166,0.65,0,10,142,0.0670760510155881
10,10,0.05905826017557861,0.65,0,10,142,0.0670760510155881
11,11,0.06025538707102953,0.65,0,10,131,0.061880018894662256
12,12,0.036312849162011177,0.65,0,10,74,0.03495512517713746
13,13,0.057063048683160415,0.65,0,10,115,0.0543221539914974
14,14,0.05865921787709497,0.65,0,10,134,0.06329711856400567
15,15,0.06225059856344772,0.65,0,10,103,0.04865375531412376
16,16,0.05905826017557861,0.65,0,10,119,0.056211620217288615
0,0,0.05865921787709497,0.65,0,2,140,0.06613131790269249
1,1,0.05826017557861133,0.65,0,2,132,0.06235238545111006
2,2,0.05746209098164405,0.65,0,2,101,0.047709022201228156
3,3,0.06264964086193137,0.65,0,2,147,0.06943788379782712
4,4,0.06225059856344772,0.65,0,2,104,0.04912612187057156
5,5,0.06424581005586592,0.65,0,2,121,0.05715635333018422
6,6,0.06544293695131684,0.65,0,2,141,0.06660368445914029
7,7,0.057063048683160415,0.65,0,2,140,0.06613131790269249
8,8,0.060654429369513166,0.65,0,2,131,0.061880018894662256
9,9,0.060654429369513166,0.65,0,2,142,0.0670760510155881
10,10,0.05905826017557861,0.65,0,2,142,0.0670760510155881
11,11,0.06025538707102953,0.65,0,2,131,0.061880018894662256
12,12,0.036312849162011177,0.65,0,2,74,0.03495512517713746
13,13,0.057063048683160415,0.65,0,2,115,0.0543221539914974
14,14,0.05865921787709497,0.65,0,2,134,0.06329711856400567
15,15,0.06225059856344772,0.65,0,2,103,0.04865375531412376
16,16,0.05905826017557861,0.65,0,2,119,0.056211620217288615
0,0,0.05865921787709497,0.65,0,1.75,140,0.06613131790269249
1,1,0.05826017557861133,0.65,0,1.75,132,0.06235238545111006
2,2,0.05746209098164405,0.65,0,1.75,101,0.047709022201228156
3,3,0.06264964086193137,0.65,0,1.75,147,0.06943788379782712
4,4,0.06225059856344772,0.65,0,1.75,104,0.04912612187057156
5,5,0.06424581005586592,0.65,0,1.75,121,0.05715635333018422
6,6,0.06544293695131684,0.65,0,1.75,141,0.06660368445914029
7,7,0.057063048683160415,0.65,0,1.75,140,0.06613131790269249
8,8,0.060654429369513166,0.65,0,1.75,131,0.061880018894662256
9,9,0.060654429369513166,0.65,0,1.75,142,0.0670760510155881
10,10,0.05905826017557861,0.65,0,1.75,142,0.0670760510155881
11,11,0.06025538707102953,0.65,0,1.75,131,0.061880018894662256
12,12,0.036312849162011177,0.65,0,1.75,74,0.03495512517713746
13,13,0.057063048683160415,0.65,0,1.75,115,0.0543221539914974
14,14,0.05865921787709497,0.65,0,1.75,134,0.06329711856400567
15,15,0.06225059856344772,0.65,0,1.75,103,0.04865375531412376
16,16,0.05905826017557861,0.65,0,1.75,119,0.056211620217288615
0,0,0.05865921787709497,0.65,0.2,10,140,0.06613131790269249
1,1,0.05826017557861133,0.65,0.2,10,132,0.06235238545111006
2,2,0.05746209098164405,0.65,0.2,10,101,0.047709022201228156
3,3,0.06264964086193137,0.65,0.2,10,147,0.06943788379782712
4,4,0.06225059856344772,0.65,0.2,10,104,0.04912612187057156
5,5,0.06424581005586592,0.65,0.2,10,121,0.05715635333018422
6,6,0.06544293695131684,0.65,0.2,10,141,0.06660368445914029
7,7,0.057063048683160415,0.65,0.2,10,140,0.06613131790269249
8,8,0.060654429369513166,0.65,0.2,10,131,0.061880018894662256
9,9,0.060654429369513166,0.65,0.2,10,142,0.0670760510155881
10,10,0.05905826017557861,0.65,0.2,10,142,0.0670760510155881
11,11,0.06025538707102953,0.65,0.2,10,131,0.061880018894662256
12,12,0.036312849162011177,0.65,0.2,10,74,0.03495512517713746
13,13,0.057063048683160415,0.65,0.2,10,115,0.0543221539914974
14,14,0.05865921787709497,0.65,0.2,10,134,0.06329711856400567
15,15,0.06225059856344772,0.65,0.2,10,103,0.04865375531412376
16,16,0.05905826017557861,0.65,0.2,10,119,0.056211620217288615
0,0,0.05865921787709497,0.65,0.2,2,140,0.06613131790269249
1,1,0.05826017557861133,0.65,0.2,2,132,0.06235238545111006
2,2,0.05746209098164405,0.65,0.2,2,101,0.047709022201228156
3,3,0.06264964086193137,0.65,0.2,2,147,0.06943788379782712
4,4,0.06225059856344772,0.65,0.2,2,104,0.04912612187057156
5,5,0.06424581005586592,0.65,0.2,2,121,0.05715635333018422
6,6,0.06544293695131684,0.65,0.2,2,141,0.06660368445914029
7,7,0.057063048683160415,0.65,0.2,2,140,0.06613131790269249
8,8,0.060654429369513166,0.65,0.2,2,131,0.061880018894662256
9,9,0.060654429369513166,0.65,0.2,2,142,0.0670760510155881
10,10,0.05905826017557861,0.65,0.2,2,142,0.0670760510155881
11,11,0.06025538707102953,0.65,0.2,2,131,0.061880018894662256
12,12,0.036312849162011177,0.65,0.2,2,74,0.03495512517713746
13,13,0.057063048683160415,0.65,0.2,2,115,0.0543221539914974
14,14,0.05865921787709497,0.65,0.2,2,134,0.06329711856400567
15,15,0.06225059856344772,0.65,0.2,2,103,0.04865375531412376
16,16,0.05905826017557861,0.65,0.2,2,119,0.056211620217288615
0,0,0.05865921787709497,0.65,0.2,1.75,140,0.06613131790269249
1,1,0.05826017557861133,0.65,0.2,1.75,132,0.06235238545111006
2,2,0.05746209098164405,0.65,0.2,1.75,101,0.047709022201228156
3,3,0.06264964086193137,0.65,0.2,1.75,147,0.06943788379782712
4,4,0.06225059856344772,0.65,0.2,1.75,104,0.04912612187057156
5,5,0.06424581005586592,0.65,0.2,1.75,121,0.05715635333018422
6,6,0.06544293695131684,0.65,0.2,1.75,141,0.06660368445914029
7,7,0.057063048683160415,0.65,0.2,1.75,140,0.06613131790269249
8,8,0.060654429369513166,0.65,0.2,1.75,131,0.061880018894662256
9,9,0.060654429369513166,0.65,0.2,1.75,142,0.0670760510155881
10,10,0.05905826017557861,0.65,0.2,1.75,142,0.0670760510155881
11,11,0.06025538707102953,0.65,0.2,1.75,131,0.061880018894662256
12,12,0.036312849162011177,0.65,0.2,1.75,74,0.03495512517713746
13,13,0.057063048683160415,0.65,0.2,1.75,115,0.0543221539914974
14,14,0.05865921787709497,0.65,0.2,1.75,134,0.06329711856400567
15,15,0.06225059856344772,0.65,0.2,1.75,103,0.04865375531412376
16,16,0.05905826017557861,0.65,0.2,1.75,119,0.056211620217288615
0,0,0.05865921787709497,0.65,0.3,10,140,0.06613131790269249
1,1,0.05826017557861133,0.65,0.3,10,132,0.06235238545111006
2,2,0.05746209098164405,0.65,0.3,10,101,0.047709022201228156
3,3,0.06264964086193137,0.65,0.3,10,147,0.06943788379782712
4,4,0.06225059856344772,0.65,0.3,10,104,0.04912612187057156
5,5,0.06424581005586592,0.65,0.3,10,121,0.05715635333018422
6,6,0.06544293695131684,0.65,0.3,10,141,0.06660368445914029
7,7,0.057063048683160415,0.65,0.3,10,140,0.06613131790269249
8,8,0.060654429369513166,0.65,0.3,10,131,0.061880018894662256
9,9,0.060654429369513166,0.65,0.3,10,142,0.0670760510155881
10,10,0.05905826017557861,0.65,0.3,10,142,0.0670760510155881
11,11,0.06025538707102953,0.65,0.3,10,131,0.061880018894662256
12,12,0.036312849162011177,0.65,0.3,10,74,0.03495512517713746
13,13,0.057063048683160415,0.65,0.3,10,115,0.0543221539914974
14,14,0.05865921787709497,0.65,0.3,10,134,0.06329711856400567
15,15,0.06225059856344772,0.65,0.3,10,103,0.04865375531412376
16,16,0.05905826017557861,0.65,0.3,10,119,0.056211620217288615
0,0,0.05865921787709497,0.65,0.3,2,140,0.06613131790269249
1,1,0.05826017557861133,0.65,0.3,2,132,0.06235238545111006
2,2,0.05746209098164405,0.65,0.3,2,101,0.047709022201228156
3,3,0.06264964086193137,0.65,0.3,2,147,0.06943788379782712
4,4,0.06225059856344772,0.65,0.3,2,104,0.04912612187057156
5,5,0.06424581005586592,0.65,0.3,2,121,0.05715635333018422
6,6,0.06544293695131684,0.65,0.3,2,141,0.06660368445914029
7,7,0.057063048683160415,0.65,0.3,2,140,0.06613131790269249
8,8,0.060654429369513166,0.65,0.3,2,131,0.061880018894662256
9,9,0.060654429369513166,0.65,0.3,2,142,0.0670760510155881
10,10,0.05905826017557861,0.65,0.3,2,142,0.0670760510155881
11,11,0.06025538707102953,0.65,0.3,2,131,0.061880018894662256
12,12,0.036312849162011177,0.65,0.3,2,74,0.03495512517713746
13,13,0.057063048683160415,0.65,0.3,2,115,0.0543221539914974
14,14,0.05865921787709497,0.65,0.3,2,134,0.06329711856400567
15,15,0.06225059856344772,0.65,0.3,2,103,0.04865375531412376
16,16,0.05905826017557861,0.65,0.3,2,119,0.056211620217288615
0,0,0.05865921787709497,0.65,0.3,1.75,140,0.06613131790269249
1,1,0.05826017557861133,0.65,0.3,1.75,132,0.06235238545111006
2,2,0.05746209098164405,0.65,0.3,1.75,101,0.047709022201228156
3,3,0.06264964086193137,0.65,0.3,1.75,147,0.06943788379782712
4,4,0.06225059856344772,0.65,0.3,1.75,104,0.04912612187057156
5,5,0.06424581005586592,0.65,0.3,1.75,121,0.05715635333018422
6,6,0.06544293695131684,0.65,0.3,1.75,141,0.06660368445914029
7,7,0.057063048683160415,0.65,0.3,1.75,140,0.06613131790269249
8,8,0.060654429369513166,0.65,0.3,1.75,131,0.061880018894662256
9,9,0.060654429369513166,0.65,0.3,1.75,142,0.0670760510155881
10,10,0.05905826017557861,0.65,0.3,1.75,142,0.0670760510155881
11,11,0.06025538707102953,0.65,0.3,1.75,131,0.061880018894662256
12,12,0.036312849162011177,0.65,0.3,1.75,74,0.03495512517713746
13,13,0.057063048683160415,0.65,0.3,1.75,115,0.0543221539914974
14,14,0.05865921787709497,0.65,0.3,1.75,134,0.06329711856400567
15,15,0.06225059856344772,0.65,0.3,1.75,103,0.04865375531412376
16,16,0.05905826017557861,0.65,0.3,1.75,119,0.056211620217288615
0,0,0.05865921787709497,0.65,0.4,10,140,0.0665083135391924
1,1,0.05826017557861133,0.65,0.4,10,131,0.06223277909738718
2,2,0.05746209098164405,0.65,0.4,10,101,0.047980997624703085
3,3,0.06264964086193137,0.65,0.4,10,145,0.0688836104513064
4,4,0.06225059856344772,0.65,0.4,10,103,0.048931116389548696
5,5,0.06424581005586592,0.65,0.4,10,121,0.057482185273159146
6,6,0.06544293695131684,0.65,0.4,10,141,0.0669833729216152
7,7,0.057063048683160415,0.65,0.4,10,140,0.0665083135391924
8,8,0.060654429369513166,0.65,0.4,10,130,0.06175771971496437
9,9,0.060654429369513166,0.65,0.4,10,142,0.067458432304038
10,10,0.05905826017557861,0.65,0.4,10,142,0.067458432304038
11,11,0.06025538707102953,0.65,0.4,10,129,0.061282660332541566
12,12,0.036312849162011177,0.65,0.4,10,74,0.03515439429928741
13,13,0.057063048683160415,0.65,0.4,10,112,0.05320665083135392
14,14,0.05865921787709497,0.65,0.4,10,134,0.06365795724465559
15,15,0.06225059856344772,0.65,0.4,10,102,0.048456057007125894
16,16,0.05905826017557861,0.65,0.4,10,118,0.056057007125890734
0,0,0.05865921787709497,0.65,0.4,2,140,0.0665083135391924
1,1,0.05826017557861133,0.65,0.4,2,131,0.06223277909738718
2,2,0.05746209098164405,0.65,0.4,2,101,0.047980997624703085
3,3,0.06264964086193137,0.65,0.4,2,145,0.0688836104513064
4,4,0.06225059856344772,0.65,0.4,2,103,0.048931116389548696
5,5,0.06424581005586592,0.65,0.4,2,121,0.057482185273159146
6,6,0.06544293695131684,0.65,0.4,2,141,0.0669833729216152
7,7,0.057063048683160415,0.65,0.4,2,140,0.0665083135391924
8,8,0.060654429369513166,0.65,0.4,2,130,0.06175771971496437
9,9,0.060654429369513166,0.65,0.4,2,142,0.067458432304038
10,10,0.05905826017557861,0.65,0.4,2,142,0.067458432304038
11,11,0.06025538707102953,0.65,0.4,2,129,0.061282660332541566
12,12,0.036312849162011177,0.65,0.4,2,74,0.03515439429928741
13,13,0.057063048683160415,0.65,0.4,2,112,0.05320665083135392
14,14,0.05865921787709497,0.65,0.4,2,134,0.06365795724465559
15,15,0.06225059856344772,0.65,0.4,2,102,0.048456057007125894
16,16,0.05905826017557861,0.65,0.4,2,118,0.056057007125890734
0,0,0.05865921787709497,0.65,0.4,1.75,140,0.0665083135391924
1,1,0.05826017557861133,0.65,0.4,1.75,131,0.06223277909738718
2,2,0.05746209098164405,0.65,0.4,1.75,101,0.047980997624703085
3,3,0.06264964086193137,0.65,0.4,1.75,145,0.0688836104513064
4,4,0.06225059856344772,0.65,0.4,1.75,103,0.048931116389548696
5,5,0.06424581005586592,0.65,0.4,1.75,121,0.057482185273159146
6,6,0.06544293695131684,0.65,0.4,1.75,141,0.0669833729216152
7,7,0.057063048683160415,0.65,0.4,1.75,140,0.0665083135391924
8,8,0.060654429369513166,0.65,0.4,1.75,130,0.06175771971496437
9,9,0.060654429369513166,0.65,0.4,1.75,142,0.067458432304038
10,10,0.05905826017557861,0.65,0.4,1.75,142,0.067458432304038
11,11,0.06025538707102953,0.65,0.4,1.75,129,0.061282660332541566
12,12,0.036312849162011177,0.65,0.4,1.75,74,0.03515439429928741
13,13,0.057063048683160415,0.65,0.4,1.75,112,0.05320665083135392
14,14,0.05865921787709497,0.65,0.4,1.75,134,0.06365795724465559
15,15,0.06225059856344772,0.65,0.4,1.75,102,0.048456057007125894
16,16,0.05905826017557861,0.65,0.4,1.75,118,0.056057007125890734
0,0,0.05865921787709497,0.65,0.5,10,139,0.06727976766698936
1,1,0.05826017557861133,0.65,0.5,10,128,0.061955469506292354
2,2,0.05746209098164405,0.65,0.5,10,98,0.04743465634075508
3,3,0.06264964086193137,0.65,0.5,10,138,0.06679574056147145
4,4,0.06225059856344772,0.65,0.5,10,99,0.047918683446272994
5,5,0.06424581005586592,0.65,0.5,10,120,0.05808325266214908
6,6,0.06544293695131684,0.65,0.5,10,139,0.06727976766698936
7,7,0.057063048683160415,0.65,0.5,10,140,0.06776379477250725
8,8,0.060654429369513166,0.65,0.5,10,128,0.061955469506292354
9,9,0.060654429369513166,0.65,0.5,10,141,0.06824782187802517
10,10,0.05905826017557861,0.65,0.5,10,141,0.06824782187802517
11,11,0.06025538707102953,0.65,0.5,10,125,0.060503388189738626
12,12,0.036312849162011177,0.65,0.5,10,73,0.035333978702807356
13,13,0.057063048683160415,0.65,0.5,10,109,0.05275895450145208
14,14,0.05865921787709497,0.65,0.5,10,132,0.06389157792836399
15,15,0.06225059856344772,0.65,0.5,10,99,0.047918683446272994
16,16,0.05905826017557861,0.65,0.5,10,117,0.05663117134559535
0,0,0.05865921787709497,0.65,0.5,2,139,0.06727976766698936
1,1,0.05826017557861133,0.65,0.5,2,128,0.061955469506292354
2,2,0.05746209098164405,0.65,0.5,2,98,0.04743465634075508
3,3,0.06264964086193137,0.65,0.5,2,138,0.06679574056147145
4,4,0.06225059856344772,0.65,0.5,2,99,0.047918683446272994
5,5,0.06424581005586592,0.65,0.5,2,120,0.05808325266214908
6,6,0.06544293695131684,0.65,0.5,2,139,0.06727976766698936
7,7,0.057063048683160415,0.65,0.5,2,140,0.06776379477250725
8,8,0.060654429369513166,0.65,0.5,2,128,0.061955469506292354
9,9,0.060654429369513166,0.65,0.5,2,141,0.06824782187802517
10,10,0.05905826017557861,0.65,0.5,2,141,0.06824782187802517
11,11,0.06025538707102953,0.65,0.5,2,125,0.060503388189738626
12,12,0.036312849162011177,0.65,0.5,2,73,0.035333978702807356
13,13,0.057063048683160415,0.65,0.5,2,109,0.05275895450145208
14,14,0.05865921787709497,0.65,0.5,2,132,0.06389157792836399
15,15,0.06225059856344772,0.65,0.5,2,99,0.047918683446272994
16,16,0.05905826017557861,0.65,0.5,2,117,0.05663117134559535
0,0,0.05865921787709497,0.65,0.5,1.75,139,0.06727976766698936
1,1,0.05826017557861133,0.65,0.5,1.75,128,0.061955469506292354
2,2,0.05746209098164405,0.65,0.5,1.75,98,0.04743465634075508
3,3,0.06264964086193137,0.65,0.5,1.75,138,0.06679574056147145
4,4,0.06225059856344772,0.65,0.5,1.75,99,0.047918683446272994
5,5,0.06424581005586592,0.65,0.5,1.75,120,0.05808325266214908
6,6,0.06544293695131684,0.65,0.5,1.75,139,0.06727976766698936
7,7,0.057063048683160415,0.65,0.5,1.75,140,0.06776379477250725
8,8,0.060654429369513166,0.65,0.5,1.75,128,0.061955469506292354
9,9,0.060654429369513166,0.65,0.5,1.75,141,0.06824782187802517
10,10,0.05905826017557861,0.65,0.5,1.75,141,0.06824782187802517
11,11,0.06025538707102953,0.65,0.5,1.75,125,0.060503388189738626
12,12,0.036312849162011177,0.65,0.5,1.75,73,0.035333978702807356
13,13,0.057063048683160415,0.65,0.5,1.75,109,0.05275895450145208
14,14,0.05865921787709497,0.65,0.5,1.75,132,0.06389157792836399
15,15,0.06225059856344772,0.65,0.5,1.75,99,0.047918683446272994
16,16,0.05905826017557861,0.65,0.5,1.75,117,0.05663117134559535
0,0,0.05865921787709497,0.7,0,10,138,0.0673828125
1,1,0.05826017557861133,0.7,0,10,125,0.06103515625
2,2,0.05746209098164405,0.7,0,10,98,0.0478515625
3,3,0.06264964086193137,0.7,0,10,140,0.068359375
4,4,0.06225059856344772,0.7,0,10,100,0.048828125
5,5,0.06424581005586592,0.7,0,10,115,0.05615234375
6,6,0.06544293695131684,0.7,0,10,135,0.06591796875
7,7,0.057063048683160415,0.7,0,10,136,0.06640625
8,8,0.060654429369513166,0.7,0,10,127,0.06201171875
9,9,0.060654429369513166,0.7,0,10,140,0.068359375
10,10,0.05905826017557861,0.7,0,10,141,0.06884765625
11,11,0.06025538707102953,0.7,0,10,127,0.06201171875
12,12,0.036312849162011177,0.7,0,10,71,0.03466796875
13,13,0.057063048683160415,0.7,0,10,108,0.052734375
14,14,0.05865921787709497,0.7,0,10,133,0.06494140625
15,15,0.06225059856344772,0.7,0,10,97,0.04736328125
16,16,0.05905826017557861,0.7,0,10,117,0.05712890625
0,0,0.05865921787709497,0.7,0,2,138,0.0673828125
1,1,0.05826017557861133,0.7,0,2,125,0.06103515625
2,2,0.05746209098164405,0.7,0,2,98,0.0478515625
3,3,0.06264964086193137,0.7,0,2,140,0.068359375
4,4,0.06225059856344772,0.7,0,2,100,0.048828125
5,5,0.06424581005586592,0.7,0,2,115,0.05615234375
6,6,0.06544293695131684,0.7,0,2,135,0.06591796875
7,7,0.057063048683160415,0.7,0,2,136,0.06640625
8,8,0.060654429369513166,0.7,0,2,127,0.06201171875
9,9,0.060654429369513166,0.7,0,2,140,0.068359375
10,10,0.05905826017557861,0.7,0,2,141,0.06884765625
11,11,0.06025538707102953,0.7,0,2,127,0.06201171875
12,12,0.036312849162011177,0.7,0,2,71,0.03466796875
13,13,0.057063048683160415,0.7,0,2,108,0.052734375
14,14,0.05865921787709497,0.7,0,2,133,0.06494140625
15,15,0.06225059856344772,0.7,0,2,97,0.04736328125
16,16,0.05905826017557861,0.7,0,2,117,0.05712890625
0,0,0.05865921787709497,0.7,0,1.75,138,0.0673828125
1,1,0.05826017557861133,0.7,0,1.75,125,0.06103515625
2,2,0.05746209098164405,0.7,0,1.75,98,0.0478515625
3,3,0.06264964086193137,0.7,0,1.75,140,0.068359375
4,4,0.06225059856344772,0.7,0,1.75,100,0.048828125
5,5,0.06424581005586592,0.7,0,1.75,115,0.05615234375
6,6,0.06544293695131684,0.7,0,1.75,135,0.06591796875
7,7,0.057063048683160415,0.7,0,1.75,136,0.06640625
8,8,0.060654429369513166,0.7,0,1.75,127,0.06201171875
9,9,0.060654429369513166,0.7,0,1.75,140,0.068359375
10,10,0.05905826017557861,0.7,0,1.75,141,0.06884765625
11,11,0.06025538707102953,0.7,0,1.75,127,0.06201171875
12,12,0.036312849162011177,0.7,0,1.75,71,0.03466796875
13,13,0.057063048683160415,0.7,0,1.75,108,0.052734375
14,14,0.05865921787709497,0.7,0,1.75,133,0.06494140625
15,15,0.06225059856344772,0.7,0,1.75,97,0.04736328125
16,16,0.05905826017557861,0.7,0,1.75,117,0.05712890625
0,0,0.05865921787709497,0.7,0.2,10,138,0.0673828125
1,1,0.05826017557861133,0.7,0.2,10,125,0.06103515625
2,2,0.05746209098164405,0.7,0.2,10,98,0.0478515625
3,3,0.06264964086193137,0.7,0.2,10,140,0.068359375
4,4,0.06225059856344772,0.7,0.2,10,100,0.048828125
5,5,0.06424581005586592,0.7,0.2,10,115,0.05615234375
6,6,0.06544293695131684,0.7,0.2,10,135,0.06591796875
7,7,0.057063048683160415,0.7,0.2,10,136,0.06640625
8,8,0.060654429369513166,0.7,0.2,10,127,0.06201171875
9,9,0.060654429369513166,0.7,0.2,10,140,0.068359375
10,10,0.05905826017557861,0.7,0.2,10,141,0.06884765625
11,11,0.06025538707102953,0.7,0.2,10,127,0.06201171875
12,12,0.036312849162011177,0.7,0.2,10,71,0.03466796875
13,13,0.057063048683160415,0.7,0.2,10,108,0.052734375
14,14,0.05865921787709497,0.7,0.2,10,133,0.06494140625
15,15,0.06225059856344772,0.7,0.2,10,97,0.04736328125
16,16,0.05905826017557861,0.7,0.2,10,117,0.05712890625
0,0,0.05865921787709497,0.7,0.2,2,138,0.0673828125
1,1,0.05826017557861133,0.7,0.2,2,125,0.06103515625
2,2,0.05746209098164405,0.7,0.2,2,98,0.0478515625
3,3,0.06264964086193137,0.7,0.2,2,140,0.068359375
4,4,0.06225059856344772,0.7,0.2,2,100,0.048828125
5,5,0.06424581005586592,0.7,0.2,2,115,0.05615234375
6,6,0.06544293695131684,0.7,0.2,2,135,0.06591796875
7,7,0.057063048683160415,0.7,0.2,2,136,0.06640625
8,8,0.060654429369513166,0.7,0.2,2,127,0.06201171875
9,9,0.060654429369513166,0.7,0.2,2,140,0.068359375
10,10,0.05905826017557861,0.7,0.2,2,141,0.06884765625
11,11,0.06025538707102953,0.7,0.2,2,127,0.06201171875
12,12,0.036312849162011177,0.7,0.2,2,71,0.03466796875
13,13,0.057063048683160415,0.7,0.2,2,108,0.052734375
14,14,0.05865921787709497,0.7,0.2,2,133,0.06494140625
15,15,0.06225059856344772,0.7,0.2,2,97,0.04736328125
16,16,0.05905826017557861,0.7,0.2,2,117,0.05712890625
0,0,0.05865921787709497,0.7,0.2,1.75,138,0.0673828125
1,1,0.05826017557861133,0.7,0.2,1.75,125,0.06103515625
2,2,0.05746209098164405,0.7,0.2,1.75,98,0.0478515625
3,3,0.06264964086193137,0.7,0.2,1.75,140,0.068359375
4,4,0.06225059856344772,0.7,0.2,1.75,100,0.048828125
5,5,0.06424581005586592,0.7,0.2,1.75,115,0.05615234375
6,6,0.06544293695131684,0.7,0.2,1.75,135,0.06591796875
7,7,0.057063048683160415,0.7,0.2,1.75,136,0.06640625
8,8,0.060654429369513166,0.7,0.2,1.75,127,0.06201171875
9,9,0.060654429369513166,0.7,0.2,1.75,140,0.068359375
10,10,0.05905826017557861,0.7,0.2,1.75,141,0.06884765625
11,11,0.06025538707102953,0.7,0.2,1.75,127,0.06201171875
12,12,0.036312849162011177,0.7,0.2,1.75,71,0.03466796875
13,13,0.057063048683160415,0.7,0.2,1.75,108,0.052734375
14,14,0.05865921787709497,0.7,0.2,1.75,133,0.06494140625
15,15,0.06225059856344772,0.7,0.2,1.75,97,0.04736328125
16,16,0.05905826017557861,0.7,0.2,1.75,117,0.05712890625
0,0,0.05865921787709497,0.7,0.3,10,138,0.0673828125
1,1,0.05826017557861133,0.7,0.3,10,125,0.06103515625
2,2,0.05746209098164405,0.7,0.3,10,98,0.0478515625
3,3,0.06264964086193137,0.7,0.3,10,140,0.068359375
4,4,0.06225059856344772,0.7,0.3,10,100,0.048828125
5,5,0.06424581005586592,0.7,0.3,10,115,0.05615234375
6,6,0.06544293695131684,0.7,0.3,10,135,0.06591796875
7,7,0.057063048683160415,0.7,0.3,10,136,0.06640625
8,8,0.060654429369513166,0.7,0.3,10,127,0.06201171875
9,9,0.060654429369513166,0.7,0.3,10,140,0.068359375
10,10,0.05905826017557861,0.7,0.3,10,141,0.06884765625
11,11,0.06025538707102953,0.7,0.3,10,127,0.06201171875
12,12,0.036312849162011177,0.7,0.3,10,71,0.03466796875
13,13,0.057063048683160415,0.7,0.3,10,108,0.052734375
14,14,0.05865921787709497,0.7,0.3,10,133,0.06494140625
15,15,0.06225059856344772,0.7,0.3,10,97,0.04736328125
16,16,0.05905826017557861,0.7,0.3,10,117,0.05712890625
0,0,0.05865921787709497,0.7,0.3,2,138,0.0673828125
