,ethnic origin,baseline_share,min_proba,min_distance,max_entropy,N_samples,sample_share
13,13,0.057063048683160415,0.45,0.4,10,112,0.052093023255813956
14,14,0.05865921787709497,0.45,0.4,10,137,0.06372093023255813
15,15,0.06225059856344772,0.45,0.4,10,109,0.05069767441860465
16,16,0.05905826017557861,0.45,0.4,10,118,0.05488372093023256
0,0,0.05865921787709497,0.45,0.4,2,142,0.06604651162790698
1,1,0.05826017557861133,0.45,0.4,2,137,0.06372093023255813
2,2,0.05746209098164405,0.45,0.4,2,104,0.04837209302325581
3,3,0.06264964086193137,0.45,0.4,2,146,0.06790697674418604
4,4,0.06225059856344772,0.45,0.4,2,105,0.04883720930232558
5,5,0.06424581005586592,0.45,0.4,2,124,0.05767441860465116
6,6,0.06544293695131684,0.45,0.4,2,146,0.06790697674418604
7,7,0.057063048683160415,0.45,0.4,2,146,0.06790697674418604
8,8,0.060654429369513166,0.45,0.4,2,131,0.060930232558139535
9,9,0.060654429369513166,0.45,0.4,2,144,0.06697674418604652
10,10,0.05905826017557861,0.45,0.4,2,143,0.06651162790697675
11,11,0.06025538707102953,0.45,0.4,2,132,0.061395348837209304
12,12,0.036312849162011177,0.45,0.4,2,74,0.03441860465116279
13,13,0.057063048683160415,0.45,0.4,2,112,0.052093023255813956
14,14,0.05865921787709497,0.45,0.4,2,137,0.06372093023255813
15,15,0.06225059856344772,0.45,0.4,2,109,0.05069767441860465
16,16,0.05905826017557861,0.45,0.4,2,118,0.05488372093023256
0,0,0.05865921787709497,0.45,0.4,1.75,142,0.06610800744878957
1,1,0.05826017557861133,0.45,0.4,1.75,137,0.06378026070763501
2,2,0.05746209098164405,0.45,0.4,1.75,104,0.048417132216014895
3,3,0.06264964086193137,0.45,0.4,1.75,146,0.06797020484171322
4,4,0.06225059856344772,0.45,0.4,1.75,105,0.04888268156424581
5,5,0.06424581005586592,0.45,0.4,1.75,124,0.05772811918063315
6,6,0.06544293695131684,0.45,0.4,1.75,146,0.06797020484171322
7,7,0.057063048683160415,0.45,0.4,1.75,146,0.06797020484171322
8,8,0.060654429369513166,0.45,0.4,1.75,131,0.06098696461824953
9,9,0.060654429369513166,0.45,0.4,1.75,144,0.0670391061452514
10,10,0.05905826017557861,0.45,0.4,1.75,142,0.06610800744878957
11,11,0.06025538707102953,0.45,0.4,1.75,131,0.06098696461824953
12,12,0.036312849162011177,0.45,0.4,1.75,74,0.03445065176908752
13,13,0.057063048683160415,0.45,0.4,1.75,112,0.0521415270018622
14,14,0.05865921787709497,0.45,0.4,1.75,137,0.06378026070763501
15,15,0.06225059856344772,0.45,0.4,1.75,109,0.05074487895716946
16,16,0.05905826017557861,0.45,0.4,1.75,118,0.05493482309124767
0,0,0.05865921787709497,0.45,0.5,10,139,0.06698795180722891
1,1,0.05826017557861133,0.45,0.5,10,129,0.06216867469879518
2,2,0.05746209098164405,0.45,0.5,10,98,0.047228915662650604
3,3,0.06264964086193137,0.45,0.5,10,138,0.06650602409638554
4,4,0.06225059856344772,0.45,0.5,10,100,0.04819277108433735
5,5,0.06424581005586592,0.45,0.5,10,120,0.05783132530120482
6,6,0.06544293695131684,0.45,0.5,10,140,0.06746987951807229
7,7,0.057063048683160415,0.45,0.5,10,143,0.06891566265060241
8,8,0.060654429369513166,0.45,0.5,10,128,0.061686746987951804
9,9,0.060654429369513166,0.45,0.5,10,142,0.06843373493975903
10,10,0.05905826017557861,0.45,0.5,10,141,0.06795180722891567
11,11,0.06025538707102953,0.45,0.5,10,126,0.060722891566265064
12,12,0.036312849162011177,0.45,0.5,10,73,0.03518072289156626
13,13,0.057063048683160415,0.45,0.5,10,109,0.05253012048192771
14,14,0.05865921787709497,0.45,0.5,10,132,0.0636144578313253
15,15,0.06225059856344772,0.45,0.5,10,100,0.04819277108433735
16,16,0.05905826017557861,0.45,0.5,10,117,0.056385542168674696
0,0,0.05865921787709497,0.45,0.5,2,139,0.06698795180722891
1,1,0.05826017557861133,0.45,0.5,2,129,0.06216867469879518
2,2,0.05746209098164405,0.45,0.5,2,98,0.047228915662650604
3,3,0.06264964086193137,0.45,0.5,2,138,0.06650602409638554
4,4,0.06225059856344772,0.45,0.5,2,100,0.04819277108433735
5,5,0.06424581005586592,0.45,0.5,2,120,0.05783132530120482
6,6,0.06544293695131684,0.45,0.5,2,140,0.06746987951807229
7,7,0.057063048683160415,0.45,0.5,2,143,0.06891566265060241
8,8,0.060654429369513166,0.45,0.5,2,128,0.061686746987951804
9,9,0.060654429369513166,0.45,0.5,2,142,0.06843373493975903
10,10,0.05905826017557861,0.45,0.5,2,141,0.06795180722891567
11,11,0.06025538707102953,0.45,0.5,2,126,0.060722891566265064
12,12,0.036312849162011177,0.45,0.5,2,73,0.03518072289156626
13,13,0.057063048683160415,0.45,0.5,2,109,0.05253012048192771
14,14,0.05865921787709497,0.45,0.5,2,132,0.0636144578313253
15,15,0.06225059856344772,0.45,0.5,2,100,0.04819277108433735
16,16,0.05905826017557861,0.45,0.5,2,117,0.056385542168674696
0,0,0.05865921787709497,0.45,0.5,1.75,139,0.06698795180722891
1,1,0.05826017557861133,0.45,0.5,1.75,129,0.06216867469879518
2,2,0.05746209098164405,0.45,0.5,1.75,98,0.047228915662650604
3,3,0.06264964086193137,0.45,0.5,1.75,138,0.06650602409638554
4,4,0.06225059856344772,0.45,0.5,1.75,100,0.04819277108433735
5,5,0.06424581005586592,0.45,0.5,1.75,120,0.05783132530120482
6,6,0.06544293695131684,0.45,0.5,1.75,140,0.06746987951807229
7,7,0.057063048683160415,0.45,0.5,1.75,143,0.06891566265060241
8,8,0.060654429369513166,0.45,0.5,1.75,128,0.061686746987951804
9,9,0.060654429369513166,0.45,0.5,1.75,142,0.06843373493975903
10,10,0.05905826017557861,0.45,0.5,1.75,141,0.06795180722891567
11,11,0.06025538707102953,0.45,0.5,1.75,126,0.060722891566265064
12,12,0.036312849162011177,0.45,0.5,1.75,73,0.03518072289156626
13,13,0.057063048683160415,0.45,0.5,1.75,109,0.05253012048192771
14,14,0.05865921787709497,0.45,0.5,1.75,132,0.0636144578313253
15,15,0.06225059856344772,0.45,0.5,1.75,100,0.04819277108433735
16,16,0.05905826017557861,0.45,0.5,1.75,117,0.056385542168674696
0,0,0.05865921787709497,0.5,0,10,144,0.062445793581960105
1,1,0.05826017557861133,0.5,0,10,150,0.06504770164787511
2,2,0.05746209098164405,0.5,0,10,120,0.05203816131830009
3,3,0.06264964086193137,0.5,0,10,167,0.07241977450130095
4,4,0.06225059856344772,0.5,0,10,112,0.04856895056374675
5,5,0.06424581005586592,0.5,0,10,140,0.060711188204683436
6,6,0.06544293695131684,0.5,0,10,159,0.06895056374674761
7,7,0.057063048683160415,0.5,0,10,149,0.06461405030355594
8,8,0.060654429369513166,0.5,0,10,139,0.060277536860364266
9,9,0.060654429369513166,0.5,0,10,151,0.06548135299219428
10,10,0.05905826017557861,0.5,0,10,145,0.06287944492627927
11,11,0.06025538707102953,0.5,0,10,137,0.05941023417172593
12,12,0.036312849162011177,0.5,0,10,76,0.03295750216825672
13,13,0.057063048683160415,0.5,0,10,127,0.05507372072853426
14,14,0.05865921787709497,0.5,0,10,145,0.06287944492627927
15,15,0.06225059856344772,0.5,0,10,123,0.05333911535125759
16,16,0.05905826017557861,0.5,0,10,122,0.05290546400693842
0,0,0.05865921787709497,0.5,0,2,144,0.062445793581960105
1,1,0.05826017557861133,0.5,0,2,150,0.06504770164787511
2,2,0.05746209098164405,0.5,0,2,120,0.05203816131830009
3,3,0.06264964086193137,0.5,0,2,167,0.07241977450130095
4,4,0.06225059856344772,0.5,0,2,112,0.04856895056374675
5,5,0.06424581005586592,0.5,0,2,140,0.060711188204683436
6,6,0.06544293695131684,0.5,0,2,159,0.06895056374674761
7,7,0.057063048683160415,0.5,0,2,149,0.06461405030355594
8,8,0.060654429369513166,0.5,0,2,139,0.060277536860364266
9,9,0.060654429369513166,0.5,0,2,151,0.06548135299219428
10,10,0.05905826017557861,0.5,0,2,145,0.06287944492627927
11,11,0.06025538707102953,0.5,0,2,137,0.05941023417172593
12,12,0.036312849162011177,0.5,0,2,76,0.03295750216825672
13,13,0.057063048683160415,0.5,0,2,127,0.05507372072853426
14,14,0.05865921787709497,0.5,0,2,145,0.06287944492627927
15,15,0.06225059856344772,0.5,0,2,123,0.05333911535125759
16,16,0.05905826017557861,0.5,0,2,122,0.05290546400693842
0,0,0.05865921787709497,0.5,0,1.75,144,0.06260869565217392
1,1,0.05826017557861133,0.5,0,1.75,150,0.06521739130434782
2,2,0.05746209098164405,0.5,0,1.75,119,0.05173913043478261
3,3,0.06264964086193137,0.5,0,1.75,167,0.07260869565217391
4,4,0.06225059856344772,0.5,0,1.75,112,0.04869565217391304
5,5,0.06424581005586592,0.5,0,1.75,140,0.06086956521739131
6,6,0.06544293695131684,0.5,0,1.75,159,0.06913043478260869
7,7,0.057063048683160415,0.5,0,1.75,149,0.06478260869565218
8,8,0.060654429369513166,0.5,0,1.75,138,0.06
9,9,0.060654429369513166,0.5,0,1.75,151,0.06565217391304348
10,10,0.05905826017557861,0.5,0,1.75,144,0.06260869565217392
11,11,0.06025538707102953,0.5,0,1.75,136,0.059130434782608696
12,12,0.036312849162011177,0.5,0,1.75,75,0.03260869565217391
13,13,0.057063048683160415,0.5,0,1.75,127,0.05521739130434783
14,14,0.05865921787709497,0.5,0,1.75,145,0.06304347826086956
15,15,0.06225059856344772,0.5,0,1.75,122,0.05304347826086957
16,16,0.05905826017557861,0.5,0,1.75,122,0.05304347826086957
0,0,0.05865921787709497,0.5,0.2,10,144,0.06349206349206349
1,1,0.05826017557861133,0.5,0.2,10,148,0.06525573192239859
2,2,0.05746209098164405,0.5,0.2,10,117,0.051587301587301584
3,3,0.06264964086193137,0.5,0.2,10,157,0.06922398589065255
4,4,0.06225059856344772,0.5,0.2,10,110,0.048500881834215165
5,5,0.06424581005586592,0.5,0.2,10,138,0.06084656084656084
6,6,0.06544293695131684,0.5,0.2,10,156,0.06878306878306878
7,7,0.057063048683160415,0.5,0.2,10,149,0.06569664902998236
8,8,0.060654429369513166,0.5,0.2,10,138,0.06084656084656084
9,9,0.060654429369513166,0.5,0.2,10,149,0.06569664902998236
10,10,0.05905826017557861,0.5,0.2,10,145,0.06393298059964726
11,11,0.06025538707102953,0.5,0.2,10,137,0.06040564373897707
12,12,0.036312849162011177,0.5,0.2,10,76,0.03350970017636684
13,13,0.057063048683160415,0.5,0.2,10,121,0.05335097001763668
14,14,0.05865921787709497,0.5,0.2,10,144,0.06349206349206349
15,15,0.06225059856344772,0.5,0.2,10,119,0.05246913580246913
16,16,0.05905826017557861,0.5,0.2,10,120,0.05291005291005291
0,0,0.05865921787709497,0.5,0.2,2,144,0.06349206349206349
1,1,0.05826017557861133,0.5,0.2,2,148,0.06525573192239859
2,2,0.05746209098164405,0.5,0.2,2,117,0.051587301587301584
3,3,0.06264964086193137,0.5,0.2,2,157,0.06922398589065255
4,4,0.06225059856344772,0.5,0.2,2,110,0.048500881834215165
5,5,0.06424581005586592,0.5,0.2,2,138,0.06084656084656084
6,6,0.06544293695131684,0.5,0.2,2,156,0.06878306878306878
7,7,0.057063048683160415,0.5,0.2,2,149,0.06569664902998236
8,8,0.060654429369513166,0.5,0.2,2,138,0.06084656084656084
9,9,0.060654429369513166,0.5,0.2,2,149,0.06569664902998236
10,10,0.05905826017557861,0.5,0.2,2,145,0.06393298059964726
11,11,0.06025538707102953,0.5,0.2,2,137,0.06040564373897707
12,12,0.036312849162011177,0.5,0.2,2,76,0.03350970017636684
13,13,0.057063048683160415,0.5,0.2,2,121,0.05335097001763668
14,14,0.05865921787709497,0.5,0.2,2,144,0.06349206349206349
15,15,0.06225059856344772,0.5,0.2,2,119,0.05246913580246913
16,16,0.05905826017557861,0.5,0.2,2,120,0.05291005291005291
0,0,0.05865921787709497,0.5,0.2,1.75,144,0.0636604774535809
1,1,0.05826017557861133,0.5,0.2,1.75,148,0.06542882404951371
2,2,0.05746209098164405,0.5,0.2,1.75,116,0.05128205128205128
3,3,0.06264964086193137,0.5,0.2,1.75,157,0.0694076038903625
4,4,0.06225059856344772,0.5,0.2,1.75,110,0.04862953138815208
5,5,0.06424581005586592,0.5,0.2,1.75,138,0.0610079575596817
6,6,0.06544293695131684,0.5,0.2,1.75,156,0.06896551724137931
7,7,0.057063048683160415,0.5,0.2,1.75,149,0.0658709106984969
8,8,0.060654429369513166,0.5,0.2,1.75,137,0.0605658709106985
9,9,0.060654429369513166,0.5,0.2,1.75,149,0.0658709106984969
10,10,0.05905826017557861,0.5,0.2,1.75,144,0.0636604774535809
11,11,0.06025538707102953,0.5,0.2,1.75,136,0.060123784261715295
12,12,0.036312849162011177,0.5,0.2,1.75,75,0.033156498673740056
13,13,0.057063048683160415,0.5,0.2,1.75,121,0.05349248452696728
14,14,0.05865921787709497,0.5,0.2,1.75,144,0.0636604774535809
15,15,0.06225059856344772,0.5,0.2,1.75,118,0.052166224580017684
16,16,0.05905826017557861,0.5,0.2,1.75,120,0.05305039787798409
0,0,0.05865921787709497,0.5,0.3,10,143,0.06435643564356436
1,1,0.05826017557861133,0.5,0.3,10,144,0.06480648064806481
2,2,0.05746209098164405,0.5,0.3,10,108,0.048604860486048604
3,3,0.06264964086193137,0.5,0.3,10,156,0.0702070207020702
4,4,0.06225059856344772,0.5,0.3,10,108,0.048604860486048604
5,5,0.06424581005586592,0.5,0.3,10,132,0.0594059405940594
6,6,0.06544293695131684,0.5,0.3,10,150,0.0675067506750675
7,7,0.057063048683160415,0.5,0.3,10,148,0.0666066606660666
8,8,0.060654429369513166,0.5,0.3,10,135,0.06075607560756076
9,9,0.060654429369513166,0.5,0.3,10,148,0.0666066606660666
10,10,0.05905826017557861,0.5,0.3,10,145,0.06525652565256526
11,11,0.06025538707102953,0.5,0.3,10,136,0.0612061206120612
12,12,0.036312849162011177,0.5,0.3,10,76,0.034203420342034205
13,13,0.057063048683160415,0.5,0.3,10,118,0.05310531053105311
14,14,0.05865921787709497,0.5,0.3,10,141,0.06345634563456345
15,15,0.06225059856344772,0.5,0.3,10,115,0.05175517551755175
16,16,0.05905826017557861,0.5,0.3,10,119,0.05355535553555356
0,0,0.05865921787709497,0.5,0.3,2,143,0.06435643564356436
1,1,0.05826017557861133,0.5,0.3,2,144,0.06480648064806481
2,2,0.05746209098164405,0.5,0.3,2,108,0.048604860486048604
3,3,0.06264964086193137,0.5,0.3,2,156,0.0702070207020702
4,4,0.06225059856344772,0.5,0.3,2,108,0.048604860486048604
5,5,0.06424581005586592,0.5,0.3,2,132,0.0594059405940594
6,6,0.06544293695131684,0.5,0.3,2,150,0.0675067506750675
7,7,0.057063048683160415,0.5,0.3,2,148,0.0666066606660666
8,8,0.060654429369513166,0.5,0.3,2,135,0.06075607560756076
9,9,0.060654429369513166,0.5,0.3,2,148,0.0666066606660666
10,10,0.05905826017557861,0.5,0.3,2,145,0.06525652565256526
11,11,0.06025538707102953,0.5,0.3,2,136,0.0612061206120612
12,12,0.036312849162011177,0.5,0.3,2,76,0.034203420342034205
13,13,0.057063048683160415,0.5,0.3,2,118,0.05310531053105311
14,14,0.05865921787709497,0.5,0.3,2,141,0.06345634563456345
15,15,0.06225059856344772,0.5,0.3,2,115,0.05175517551755175
16,16,0.05905826017557861,0.5,0.3,2,119,0.05355535553555356
0,0,0.05865921787709497,0.5,0.3,1.75,143,0.06453068592057762
1,1,0.05826017557861133,0.5,0.3,1.75,144,0.06498194945848375
2,2,0.05746209098164405,0.5,0.3,1.75,107,0.04828519855595668
3,3,0.06264964086193137,0.5,0.3,1.75,156,0.0703971119133574
4,4,0.06225059856344772,0.5,0.3,1.75,108,0.048736462093862815
5,5,0.06424581005586592,0.5,0.3,1.75,132,0.05956678700361011
6,6,0.06544293695131684,0.5,0.3,1.75,150,0.06768953068592058
7,7,0.057063048683160415,0.5,0.3,1.75,148,0.06678700361010831
8,8,0.060654429369513166,0.5,0.3,1.75,134,0.06046931407942238
9,9,0.060654429369513166,0.5,0.3,1.75,148,0.06678700361010831
10,10,0.05905826017557861,0.5,0.3,1.75,144,0.06498194945848375
11,11,0.06025538707102953,0.5,0.3,1.75,135,0.06092057761732852
12,12,0.036312849162011177,0.5,0.3,1.75,75,0.03384476534296029
13,13,0.057063048683160415,0.5,0.3,1.75,118,0.05324909747292419
14,14,0.05865921787709497,0.5,0.3,1.75,141,0.06362815884476535
15,15,0.06225059856344772,0.5,0.3,1.75,114,0.05144404332129964
16,16,0.05905826017557861,0.5,0.3,1.75,119,0.053700361010830325
0,0,0.05865921787709497,0.5,0.4,10,142,0.06604651162790698
1,1,0.05826017557861133,0.5,0.4,10,137,0.06372093023255813
2,2,0.05746209098164405,0.5,0.4,10,104,0.04837209302325581
3,3,0.06264964086193137,0.5,0.4,10,146,0.06790697674418604
4,4,0.06225059856344772,0.5,0.4,10,105,0.04883720930232558
5,5,0.06424581005586592,0.5,0.4,10,124,0.05767441860465116
6,6,0.06544293695131684,0.5,0.4,10,146,0.06790697674418604
7,7,0.057063048683160415,0.5,0.4,10,146,0.06790697674418604
8,8,0.060654429369513166,0.5,0.4,10,131,0.060930232558139535
9,9,0.060654429369513166,0.5,0.4,10,144,0.06697674418604652
10,10,0.05905826017557861,0.5,0.4,10,143,0.06651162790697675
11,11,0.06025538707102953,0.5,0.4,10,132,0.061395348837209304
12,12,0.036312849162011177,0.5,0.4,10,74,0.03441860465116279
13,13,0.057063048683160415,0.5,0.4,10,112,0.052093023255813956
14,14,0.05865921787709497,0.5,0.4,10,137,0.06372093023255813
15,15,0.06225059856344772,0.5,0.4,10,109,0.05069767441860465
16,16,0.05905826017557861,0.5,0.4,10,118,0.05488372093023256
0,0,0.05865921787709497,0.5,0.4,2,142,0.06604651162790698
1,1,0.05826017557861133,0.5,0.4,2,137,0.06372093023255813
2,2,0.05746209098164405,0.5,0.4,2,104,0.04837209302325581
3,3,0.06264964086193137,0.5,0.4,2,146,0.06790697674418604
4,4,0.06225059856344772,0.5,0.4,2,105,0.04883720930232558
5,5,0.06424581005586592,0.5,0.4,2,124,0.05767441860465116
6,6,0.06544293695131684,0.5,0.4,2,146,0.06790697674418604
7,7,0.057063048683160415,0.5,0.4,2,146,0.06790697674418604
8,8,0.060654429369513166,0.5,0.4,2,131,0.060930232558139535
9,9,0.060654429369513166,0.5,0.4,2,144,0.06697674418604652
10,10,0.05905826017557861,0.5,0.4,2,143,0.06651162790697675
11,11,0.06025538707102953,0.5,0.4,2,132,0.061395348837209304
12,12,0.036312849162011177,0.5,0.4,2,74,0.03441860465116279
13,13,0.057063048683160415,0.5,0.4,2,112,0.052093023255813956
14,14,0.05865921787709497,0.5,0.4,2,137,0.06372093023255813
15,15,0.06225059856344772,0.5,0.4,2,109,0.05069767441860465
16,16,0.05905826017557861,0.5,0.4,2,118,0.05488372093023256
0,0,0.05865921787709497,0.5,0.4,1.75,142,0.06610800744878957
1,1,0.05826017557861133,0.5,0.4,1.75,137,0.06378026070763501
2,2,0.05746209098164405,0.5,0.4,1.75,104,0.048417132216014895
3,3,0.06264964086193137,0.5,0.4,1.75,146,0.06797020484171322
4,4,0.06225059856344772,0.5,0.4,1.75,105,0.04888268156424581
5,5,0.06424581005586592,0.5,0.4,1.75,124,0.05772811918063315
6,6,0.06544293695131684,0.5,0.4,1.75,146,0.06797020484171322
7,7,0.057063048683160415,0.5,0.4,1.75,146,0.06797020484171322
8,8,0.060654429369513166,0.5,0.4,1.75,131,0.06098696461824953
9,9,0.060654429369513166,0.5,0.4,1.75,144,0.0670391061452514
10,10,0.05905826017557861,0.5,0.4,1.75,142,0.06610800744878957
11,11,0.06025538707102953,0.5,0.4,1.75,131,0.06098696461824953
12,12,0.036312849162011177,0.5,0.4,1.75,74,0.03445065176908752
13,13,0.057063048683160415,0.5,0.4,1.75,112,0.0521415270018622
14,14,0.05865921787709497,0.5,0.4,1.75,137,0.06378026070763501
15,15,0.06225059856344772,0.5,0.4,1.75,109,0.05074487895716946
16,16,0.05905826017557861,0.5,0.4,1.75,118,0.05493482309124767
0,0,0.05865921787709497,0.5,0.5,10,139,0.06698795180722891
1,1,0.05826017557861133,0.5,0.5,10,129,0.06216867469879518
2,2,0.05746209098164405,0.5,0.5,10,98,0.047228915662650604
3,3,0.06264964086193137,0.5,0.5,10,138,0.06650602409638554
4,4,0.06225059856344772,0.5,0.5,10,100,0.04819277108433735
5,5,0.06424581005586592,0.5,0.5,10,120,0.05783132530120482
6,6,0.06544293695131684,0.5,0.5,10,140,0.06746987951807229
7,7,0.057063048683160415,0.5,0.5,10,143,0.06891566265060241
8,8,0.060654429369513166,0.5,0.5,10,128,0.061686746987951804
9,9,0.060654429369513166,0.5,0.5,10,142,0.06843373493975903
10,10,0.05905826017557861,0.5,0.5,10,141,0.06795180722891567
11,11,0.06025538707102953,0.5,0.5,10,126,0.060722891566265064
12,12,0.036312849162011177,0.5,0.5,10,73,0.03518072289156626
13,13,0.057063048683160415,0.5,0.5,10,109,0.05253012048192771
14,14,0.05865921787709497,0.5,0.5,10,132,0.0636144578313253
15,15,0.06225059856344772,0.5,0.5,10,100,0.04819277108433735
16,16,0.05905826017557861,0.5,0.5,10,117,0.056385542168674696
0,0,0.05865921787709497,0.5,0.5,2,139,0.06698795180722891
1,1,0.05826017557861133,0.5,0.5,2,129,0.06216867469879518
2,2,0.05746209098164405,0.5,0.5,2,98,0.047228915662650604
3,3,0.06264964086193137,0.5,0.5,2,138,0.06650602409638554
4,4,0.06225059856344772,0.5,0.5,2,100,0.04819277108433735
5,5,0.06424581005586592,0.5,0.5,2,120,0.05783132530120482
6,6,0.06544293695131684,0.5,0.5,2,140,0.06746987951807229
7,7,0.057063048683160415,0.5,0.5,2,143,0.06891566265060241
8,8,0.060654429369513166,0.5,0.5,2,128,0.061686746987951804
9,9,0.060654429369513166,0.5,0.5,2,142,0.06843373493975903
10,10,0.05905826017557861,0.5,0.5,2,141,0.06795180722891567
11,11,0.06025538707102953,0.5,0.5,2,126,0.060722891566265064
12,12,0.036312849162011177,0.5,0.5,2,73,0.03518072289156626
13,13,0.057063048683160415,0.5,0.5,2,109,0.05253012048192771
14,14,0.05865921787709497,0.5,0.5,2,132,0.0636144578313253
15,15,0.06225059856344772,0.5,0.5,2,100,0.04819277108433735
16,16,0.05905826017557861,0.5,0.5,2,117,0.056385542168674696
0,0,0.05865921787709497,0.5,0.5,1.75,139,0.06698795180722891
1,1,0.05826017557861133,0.5,0.5,1.75,129,0.06216867469879518
2,2,0.05746209098164405,0.5,0.5,1.75,98,0.047228915662650604
3,3,0.06264964086193137,0.5,0.5,1.75,138,0.06650602409638554
4,4,0.06225059856344772,0.5,0.5,1.75,100,0.04819277108433735
5,5,0.06424581005586592,0.5,0.5,1.75,120,0.05783132530120482
6,6,0.06544293695131684,0.5,0.5,1.75,140,0.06746987951807229
7,7,0.057063048683160415,0.5,0.5,1.75,143,0.06891566265060241
8,8,0.060654429369513166,0.5,0.5,1.75,128,0.061686746987951804
9,9,0.060654429369513166,0.5,0.5,1.75,142,0.06843373493975903
10,10,0.05905826017557861,0.5,0.5,1.75,141,0.06795180722891567
11,11,0.06025538707102953,0.5,0.5,1.75,126,0.060722891566265064
12,12,0.036312849162011177,0.5,0.5,1.75,73,0.03518072289156626
13,13,0.057063048683160415,0.5,0.5,1.75,109,0.05253012048192771
14,14,0.05865921787709497,0.5,0.5,1.75,132,0.0636144578313253
15,15,0.06225059856344772,0.5,0.5,1.75,100,0.04819277108433735
16,16,0.05905826017557861,0.5,0.5,1.75,117,0.056385542168674696
0,0,0.05865921787709497,0.55,0,10,144,0.06419973250111458
1,1,0.05826017557861133,0.55,0,10,146,0.06509139545251895
2,2,0.05746209098164405,0.55,0,10,114,0.05082478823004904
3,3,0.06264964086193137,0.55,0,10,159,0.07088720463664734
4,4,0.06225059856344772,0.55,0,10,110,0.049041462327240305
5,5,0.06424581005586592,0.55,0,10,135,0.06018724921979492
6,6,0.06544293695131684,0.55,0,10,153,0.06821221578243424
7,7,0.057063048683160415,0.55,0,10,147,0.06553722692822113
8,8,0.060654429369513166,0.55,0,10,136,0.0606330806954971
9,9,0.060654429369513166,0.55,0,10,146,0.06509139545251895
10,10,0.05905826017557861,0.55,0,10,143,0.0637539010254124
11,11,0.06025538707102953,0.55,0,10,136,0.0606330806954971
12,12,0.036312849162011177,0.55,0,10,75,0.03343736067766384
13,13,0.057063048683160415,0.55,0,10,122,0.05439144003566652
14,14,0.05865921787709497,0.55,0,10,142,0.06330806954971022
15,15,0.06225059856344772,0.55,0,10,116,0.05171645118145341
16,16,0.05905826017557861,0.55,0,10,119,0.053053945608559964
0,0,0.05865921787709497,0.55,0,2,144,0.06419973250111458
1,1,0.05826017557861133,0.55,0,2,146,0.06509139545251895
2,2,0.05746209098164405,0.55,0,2,114,0.05082478823004904
3,3,0.06264964086193137,0.55,0,2,159,0.07088720463664734
4,4,0.06225059856344772,0.55,0,2,110,0.049041462327240305
5,5,0.06424581005586592,0.55,0,2,135,0.06018724921979492
6,6,0.06544293695131684,0.55,0,2,153,0.06821221578243424
7,7,0.057063048683160415,0.55,0,2,147,0.06553722692822113
8,8,0.060654429369513166,0.55,0,2,136,0.0606330806954971
9,9,0.060654429369513166,0.55,0,2,146,0.06509139545251895
10,10,0.05905826017557861,0.55,0,2,143,0.0637539010254124
11,11,0.06025538707102953,0.55,0,2,136,0.0606330806954971
12,12,0.036312849162011177,0.55,0,2,75,0.03343736067766384
13,13,0.057063048683160415,0.55,0,2,122,0.05439144003566652
14,14,0.05865921787709497,0.55,0,2,142,0.06330806954971022
15,15,0.06225059856344772,0.55,0,2,116,0.05171645118145341
16,16,0.05905826017557861,0.55,0,2,119,0.053053945608559964
0,0,0.05865921787709497,0.55,0,1.75,144,0.06419973250111458
1,1,0.05826017557861133,0.55,0,1.75,146,0.06509139545251895
2,2,0.05746209098164405,0.55,0,1.75,114,0.05082478823004904
3,3,0.06264964086193137,0.55,0,1.75,159,0.07088720463664734
4,4,0.06225059856344772,0.55,0,1.75,110,0.049041462327240305
5,5,0.06424581005586592,0.55,0,1.75,135,0.06018724921979492
6,6,0.06544293695131684,0.55,0,1.75,153,0.06821221578243424
7,7,0.057063048683160415,0.55,0,1.75,147,0.06553722692822113
8,8,0.060654429369513166,0.55,0,1.75,136,0.0606330806954971
9,9,0.060654429369513166,0.55,0,1.75,146,0.06509139545251895
10,10,0.05905826017557861,0.55,0,1.75,143,0.0637539010254124
11,11,0.06025538707102953,0.55,0,1.75,136,0.0606330806954971
12,12,0.036312849162011177,0.55,0,1.75,75,0.03343736067766384
13,13,0.057063048683160415,0.55,0,1.75,122,0.05439144003566652
14,14,0.05865921787709497,0.55,0,1.75,142,0.06330806954971022
15,15,0.06225059856344772,0.55,0,1.75,116,0.05171645118145341
16,16,0.05905826017557861,0.55,0,1.75,119,0.053053945608559964
0,0,0.05865921787709497,0.55,0.2,10,144,0.06445837063563116
1,1,0.05826017557861133,0.55,0.2,10,146,0.06535362578334826
2,2,0.05746209098164405,0.55,0.2,10,112,0.050134288272157566
3,3,0.06264964086193137,0.55,0.2,10,156,0.06982990152193375
4,4,0.06225059856344772,0.55,0.2,10,109,0.048791405550581916
5,5,0.06424581005586592,0.55,0.2,10,135,0.06042972247090421
6,6,0.06544293695131684,0.55,0.2,10,153,0.0684870188003581
7,7,0.057063048683160415,0.55,0.2,10,147,0.06580125335720681
8,8,0.060654429369513166,0.55,0.2,10,135,0.06042972247090421
9,9,0.060654429369513166,0.55,0.2,10,146,0.06535362578334826
10,10,0.05905826017557861,0.55,0.2,10,143,0.06401074306177261
11,11,0.06025538707102953,0.55,0.2,10,136,0.06087735004476276
12,12,0.036312849162011177,0.55,0.2,10,75,0.03357206803939123
